Date, Hour, TOU,GB,EPT,EUR_SE,Central Asia,PRC,FR,BNL,DE,CH,PL,SC,BL,IT
1/1/2035,1,OffPeak,59431.27,58847.67,41458.9,45203.16,1316911,100420.7,32576.92,80610.66,20679.64,45414.19,66344.11,4358.742,36925.81
1/1/2035,2,OffPeak,57627.19,53790.54,39855.37,44791.3,1267846,99878.91,31140.41,77448.73,20688.75,44198.03,65453.26,4261.886,34183.79
1/1/2035,3,OffPeak,57003.56,50810.2,38483.31,44923.55,1217657,96463.02,30063.02,76153.56,20533.66,43239.94,65330.91,4213.457,32887.58
1/1/2035,4,OffPeak,55624.39,49345.58,37889.53,45678.64,1184027,93343.64,29490.29,76123.48,20504.75,43011.79,65826.31,4244.397,32305.89
1/1/2035,5,OffPeak,54545.05,48915.39,38228.34,48374.39,1165784,93994.45,29569.24,77620.87,20973.46,43799.01,67131.99,4434.075,32299.8
1/1/2035,6,OnPeak,53957.39,49756.31,40511.2,50161.08,1176813,98917.13,30722.46,81262.42,22239.65,46166.37,70082.09,5042.147,34084.55
1/1/2035,7,OnPeak,56703.73,53643.54,44353.97,51225.25,1252367,109171.3,33456.16,89203.99,22604.19,52490.3,75075.03,5771.319,39625.07
1/1/2035,8,OnPeak,67045.1,60563.78,48176.64,50330.61,1360713,115908.5,36665.03,97262.55,24277.91,56432.95,80338.07,6309.454,46761.04
1/1/2035,9,OnPeak,79464.68,66485.35,50909.02,50705.93,1368722,115998.3,39582.91,101178.2,25447.83,57943.41,82345.09,6487.039,53037.44
1/1/2035,10,OnPeak,83545.72,71307.62,51739.3,52057.09,1412547,116156.9,40485.36,102145.8,25944.27,59072.16,82483.87,6562.379,57037.49
1/1/2035,11,OnPeak,84810.13,73262.73,51673.89,52739.46,1463823,114900.2,40318.19,103165.3,26386.31,59086.97,82756.96,6565.069,58243.61
1/1/2035,12,OnPeak,83578.27,73328.37,51702.4,50880.55,1508898,114249.4,39969.9,104420.3,26377.04,59571.21,82131.7,6484.349,58590.18
1/1/2035,13,OnPeak,82022.63,71628.23,51480.99,46543.77,1462243,112499,39186.64,104467.1,26179.09,59780.17,81131.92,6573.142,57006.96
1/1/2035,14,OnPeak,81333.88,70693.48,51053.27,46282.34,1415244,109289.9,38937.42,102912.9,25966.26,59882.55,80282.85,6544.889,54738.23
1/1/2035,15,OnPeak,81306.46,68434.2,51190.82,47880.51,1426728,105906,38644.84,101403.8,25637.08,59314.59,80605.17,6578.523,54002.32
1/1/2035,16,OnPeak,82084.3,65951.91,51606.8,48042.3,1446699,104775.9,39254.75,100777.1,25644.13,59251.24,81754.17,6816.649,54226.77
1/1/2035,17,OnPeak,84609.68,65149.09,54092.61,48195.69,1491714,105925.3,40087.53,102140.8,26539.99,61742.84,83310.55,6902.752,55984.05
1/1/2035,18,OnPeak,90844.3,65651.77,56122.19,49601.89,1576967,114501.1,42779.43,107386.7,27294.47,62315.22,83985.03,6830.104,61177.98
1/1/2035,19,OnPeak,93059.59,68782.36,55803.5,50158.7,1645207,120076.2,42313.49,107005.7,26954.87,61172.61,83149.4,6647.136,61225.31
1/1/2035,20,OnPeak,92365.7,69170.27,54721.61,44922.82,1670806,116134.5,40911.05,104263.3,25581.49,60639.28,81536.31,6438.607,59616.14
1/1/2035,21,OnPeak,89985.96,68850.84,52613.2,44419.37,1619472,110245.3,39127.82,99331.52,24234.77,58755.81,79357.68,6125.142,55880.21
1/1/2035,22,OnPeak,84285.85,68179.14,50090.48,43829.79,1579823,105768.2,37234.68,95514.48,23059.4,55593.11,77556.58,5642.166,51205.36
1/1/2035,23,OffPeak,76399.61,65205.81,47990.45,43139.09,1515384,110344.6,36281.14,92820.49,22654.24,52507.75,75260.05,5190.135,46225.14
1/1/2035,24,OffPeak,67396.31,60699.04,44952.79,43829.61,1412097,108629.5,35124.83,87850.33,21856.32,49400.8,72290.55,4849.765,41669.38
1/2/2035,1,OffPeak,59563.21,56204.14,42498.84,45204.08,1315812,103222.7,33299.81,84511.26,21419.48,46854.16,70474.54,4612.992,37518.18
1/2/2035,2,OffPeak,57606.63,51488.07,40846.67,46529.57,1267867,103626.6,31971.66,81568.25,20968.71,45505.34,69435.97,4516.134,34661.66
1/2/2035,3,OffPeak,56410.77,48041.5,39286.75,46665.16,1218821,101057.1,30982.52,79479.26,21306.84,44537.86,68434.7,4481.159,33031.09
1/2/2035,4,OffPeak,54605.02,46160.3,38260.21,47717.78,1185960,98400.98,30463.95,78762.3,21109.14,44097.46,68289.95,4520.17,32145.59
1/2/2035,5,OffPeak,53071.64,45431.43,38345.76,49973.09,1168131,99072.61,30559.92,79203.51,20416.99,44310.37,68846.54,4723.304,32063.15
1/2/2035,6,OnPeak,52119.09,45388.51,39882.19,51383.34,1178909,104535.5,31536.7,81101.98,20865.31,45222.05,70143.27,5331.395,32579.18
1/2/2035,7,OnPeak,54159.57,46497.84,42782.32,51387.64,1252741,114635.8,34171.3,85806.42,21326.65,47659.37,73476.87,6040.386,34518.15
1/2/2035,8,OnPeak,63940.63,49424.39,45519.73,48915.52,1358617,122217.7,37319.8,92309.1,22736.73,49202.67,77669.98,6587.938,37354.82
1/2/2035,9,OnPeak,76327.67,51188.05,48434.95,49279.68,1366443,122775.6,40316.64,95785.21,23948.84,50307.12,79518.86,6754.764,40257.14
1/2/2035,10,OnPeak,81433.26,55085.86,50348.79,49780.55,1409274,122642.5,41356.85,97379.54,24778.82,52136.53,79688.97,6804.541,44509.09
1/2/2035,11,OnPeak,83120.84,58453.15,51823.18,51900.69,1459379,120547.5,41180.38,98323.76,25239.31,53187.51,79750.15,6772.252,47732.04
1/2/2035,12,OnPeak,83358.98,59780.73,52391.79,49608.46,1503427,119175.3,40921.89,99301.44,24993.78,53568.49,79211.45,6640.409,49527.48
1/2/2035,13,OnPeak,83675.93,58901.17,51942.27,46415.07,1457835,117057.8,40231.5,98681.41,24725.09,53979.18,78148.99,6667.315,48980.9
1/2/2035,14,OnPeak,83975.75,58890.02,50741.28,46950.31,1411911,112896.5,39759.38,96447.01,24299.18,54254.7,77334.23,6596.013,45301.48
1/2/2035,15,OnPeak,83439.5,57776.3,50464.53,49441.2,1423132,108996.5,39483.85,94593.63,23798.57,53854.6,77188.01,6519.328,43205.27
1/2/2035,16,OnPeak,83293.88,55039.84,50929.15,48195.95,1442647,107348.7,39810.46,94474.99,23736.95,53713.45,78132.56,6713.059,42950.3
1/2/2035,17,OnPeak,84181.34,53760.16,53473.68,47189.53,1486637,108730.4,40445.12,97055.33,24601.31,56025.43,79232.34,6887.954,44090.78
1/2/2035,18,OnPeak,88627.31,54882.07,55479.78,47883.58,1569942,118242.4,43149.38,103210.4,25861.73,56949.19,79490.49,6776.29,49841.98
1/2/2035,19,OnPeak,90522.21,60182.66,54993.35,46959.47,1636627,122112,42217.52,103451,25856.16,56180.43,77868.45,6571.796,52026.74
1/2/2035,20,OnPeak,88430.29,62998.45,53797.41,44923.19,1661641,119189.8,40582.87,100981,24928.58,55832.03,75779.35,6378.067,52438.96
1/2/2035,21,OnPeak,84813.56,64386.94,52252.57,44419,1611478,113723.7,38661.87,96396.87,23830.51,54626.87,72771.06,6068.639,50777.88
1/2/2035,22,OnPeak,79389.3,64988.53,50298.47,43830.5,1572734,109592.8,36434.39,93096.24,22855.57,52479.91,70872.96,5666.382,47738.14
1/2/2035,23,OffPeak,72176.38,63832.46,48743.57,43142.96,1509764,114020.2,35793.54,91767.64,23248.24,50548.8,68178.04,5268.164,44095.36
1/2/2035,24,OffPeak,65011.43,59490.84,46202.4,43826.39,1408835,112805.2,34920.5,88132.76,22649.79,48110.93,65420.44,4883.4,40115.16
1/3/2035,1,OffPeak,58785.36,55250.36,44020.19,45202.06,1199346,107154.7,33222.41,84212.1,21890.97,45339.98,63273.15,4711.196,36721.22
1/3/2035,2,OffPeak,56983,50919.93,42300.92,46551.34,1164242,107013.7,31645.04,80891.43,21437.74,43870.32,61543.67,4598.194,34145.62
1/3/2035,3,OffPeak,55379.39,47771.87,40771.2,46661.74,1128332,103198.6,30499.55,78272.64,20813.34,43264.61,60572.25,4530.933,32408.19
1/3/2035,4,OffPeak,53352.63,46040.61,39996.26,47711.14,1104272,100111.3,29830.84,76750.17,20385.98,43048.68,60133.54,4528.242,31389.85
1/3/2035,5,OffPeak,51384.1,45536.19,40075.09,49974.4,1091217,98923.53,29372.64,75857.76,20493.3,43305.78,60096.23,4615.683,31502.84
1/3/2035,6,OnPeak,49711.98,45947.81,41188.85,51388.45,1099109,100646.7,29446.94,75556.95,21100.82,44074.95,60658.8,4828.24,32953.23
1/3/2035,7,OnPeak,49920.98,47750.35,43000.37,51388.18,1153167,103201.8,30355.59,75465.03,21002.35,46264.75,61682.44,5128.25,35991.44
1/3/2035,8,OnPeak,53571.93,50548.84,45784.75,48908.5,1230687,107682.1,31744.11,79500.98,22114,48342.54,63613.37,5408.079,39754.84
1/3/2035,9,OnPeak,58643.17,53774.77,49280.32,49266.36,1236416,110775.8,34126.41,85064.42,23352.11,50559.93,65956.14,5701.363,42959.46
1/3/2035,10,OnPeak,65032,58942.34,51588.34,49803.7,1267821,113914.4,36391.05,89894.22,24062.16,53343.39,67610.99,6035.005,47477.07
1/3/2035,11,OnPeak,70675.55,63436.95,52551.14,51897.98,1304569,113866.3,37977.68,92725.23,24178.59,54713.86,68927.12,6107.653,50219.09
1/3/2035,12,OnPeak,73000.47,64114.73,52618.23,49610.55,1336871,114002.6,38668.06,94381.4,24079.75,55241.19,68989.79,6068.639,50687.79
1/3/2035,13,OnPeak,74305.99,63349.35,51985.88,46412.62,1303436,114985.2,38805.83,94087.26,24064.17,54868.36,68603.31,6005.408,50176.34
1/3/2035,14,OnPeak,74799.43,63337.59,50682.58,46955.46,1269755,109766,38242.38,92051.73,23895.26,54967.9,67994.49,5939.487,48614.48
1/3/2035,15,OnPeak,74138.09,62696.9,50367.25,49440.41,1277986,105628.7,37570.57,90530.95,23890.46,54231.02,67836.31,5911.235,47762.57
1/3/2035,16,OnPeak,73396.23,60613.96,50815.09,48196.46,1292299,103346.1,37298.13,90370.51,23743.93,54268.38,69009.19,6126.489,46889.28
1/3/2035,17,OnPeak,73903.37,59480.54,53255.62,47187.42,1324559,103418.2,37671.18,92387.64,24695.04,56712.94,71086.35,6337.707,47808.38
1/3/2035,18,OnPeak,79356.75,60685.3,55650.87,47869.5,1385604,110400.7,39589.1,96737.8,25529.41,57062.75,71907.07,6261.023,54043.56
1/3/2035,19,OnPeak,82892.97,66462.41,55389.2,46962.33,1434393,113803.8,38943.6,96493.8,25035.17,56398.68,71090.83,6122.452,56286.34
1/3/2035,20,OnPeak,81392.14,69314.06,54459.95,46668.57,1452697,111463.5,37589.14,93388.7,23851.08,55813.74,69315.09,5946.214,56487.87
1/3/2035,21,OnPeak,77216.86,70213.17,52624.94,44667.91,1415993,107100.2,35915.82,88333.3,22688.19,54600.21,67087.23,5706.744,53420.66
1/3/2035,22,OnPeak,71873.13,69678.15,50729.55,44419.19,1387649,103158.6,34261.07,85154.66,21727.79,51960.25,65838.26,5319.287,49451.14
1/3/2035,23,OffPeak,66049.69,66561.42,49016.98,44066.15,1341517,108348.9,33606.3,84454.44,21896.45,49540.73,64077.45,4933.177,45617.51
1/3/2035,24,OffPeak,60896.14,61979.76,46690.51,43718.21,1267500,107550.7,32744.1,80744.36,21200.37,47170.44,61952.54,4595.504,41396.09
1/4/2035,1,OffPeak,55086.43,51027.42,41747.4,44420.63,1224492,100345.4,30542.9,70070.38,19219.58,38950.65,50367.02,3753.385,36211.29
1/4/2035,2,OffPeak,52338.38,49538.98,40427.34,43253.14,1183837,99317.87,29756.54,68247.09,19383.31,37698.65,49747.74,3571.776,34739.52
1/4/2035,3,OffPeak,51067.15,46389.39,38610.79,43366.74,1142250,95918.01,28547.57,65919.1,19193.15,36325.15,48886.72,3441.287,32702.85
1/4/2035,4,OffPeak,47464.2,43619.3,37213.56,42781.66,1114389,91469.79,27510.45,63938.73,18721.86,35252.14,48334.6,3349.81,30099.76
1/4/2035,5,OffPeak,44190.18,41568.81,36351.41,44420.82,1099269,88469.04,26747.29,62466.39,18365.82,34683.95,48128.67,3348.464,28704.31
1/4/2035,6,OnPeak,41968.1,40747.57,35994.14,44551.68,1108409,88036.24,26512,60975.67,18320.53,34706.16,48539.04,3400.929,28763.86
1/4/2035,7,OnPeak,41138.88,40899.37,36299.41,45204.63,1171012,87823.05,26713.24,59010.35,17789.21,35026.64,49180.7,3482.989,29910.44
1/4/2035,8,OnPeak,41685.42,41312.5,36814.35,44420.45,1260789,88270.29,26898.99,59274.39,17921.98,34961.13,50089.46,3544.872,30311.98
1/4/2035,9,OnPeak,42670.53,41100.77,38386.02,44065.25,1267424,88568.41,27482.58,60394.09,18966.59,35313.9,51040,3574.467,30737.94
1/4/2035,10,OnPeak,45336.34,42787.12,40464.24,45444.21,1303792,91299.88,28315.38,63913.66,19565.58,37496.09,52281.53,3797.777,32773.07
1/4/2035,11,OnPeak,50196.82,46665.84,41967.13,45315.91,1346346,93694.7,29628.06,67197.57,19845.04,39172.43,54122.93,4013.015,34879.98
1/4/2035,12,OnPeak,55663.78,49847.95,42409.95,44550.23,1383731,95651.91,30795.22,70690.39,19449.56,40239.86,55342.05,4139.469,36551.75
1/4/2035,13,OnPeak,59897.3,51274.9,41650.11,42671.04,1345035,98694.32,31677.54,71845.2,19719.1,40674.04,55924.02,4195.968,37551.77
1/4/2035,14,OnPeak,62820.15,51988.82,40127.09,42062.5,1306030,94970.64,31900.46,70692.06,19531.63,41136.81,56195.59,4222.874,35304.42
1/4/2035,15,OnPeak,63255.32,51709.22,39815.1,44067.05,1315564,91420.09,31688.38,69761.2,19076.61,41123.08,57108.82,4321.075,33263.16
1/4/2035,16,OnPeak,63599.69,49439.6,40502.82,44420.27,1332140,89897.29,31679.09,70553.35,19234.62,41572.73,59054.67,4633.17,33684.54
1/4/2035,17,OnPeak,65081.68,48798.37,44015.15,44549.68,1369488,90464.73,32338.53,74372.05,20620.29,44494,61025.88,4777.117,35977.7
1/4/2035,18,OnPeak,69829.19,50658.29,46724.05,45444.03,1440098,97423.16,34295.14,80436.86,21802.53,45585.03,61965.97,4782.499,41852.59
1/4/2035,19,OnPeak,71958.8,56381.18,46861.6,45444.39,1496612,101547.6,34596.98,81364.37,21948.06,45748.32,61731.7,4731.376,44101.47
1/4/2035,20,OnPeak,70187.27,59172.13,46541.23,36180.83,1517814,101645.4,34186.78,79621.31,21237.64,45770.02,60893.07,4646.623,45266.36
1/4/2035,21,OnPeak,66673.32,61094.31,45622.05,35643.16,1475302,99080.63,33377.21,76651.57,20393.46,45203.25,59450.11,4473.086,44754.9
1/4/2035,22,OnPeak,63844.69,61767.89,44459.66,34781.68,1442465,95345.73,32254.94,75028.84,19703.07,43466.74,58711.46,4191.933,42866.33
1/4/2035,23,OffPeak,59479.23,60424.07,42886.31,34996.88,1389104,99793.94,31739.47,74604.35,19700.15,41450.65,57134.21,3912.123,39912.11
1/4/2035,24,OffPeak,55295.45,55495.43,40437.4,35320.35,1303419,98030.69,30790.57,70725.48,19705.04,39007.4,55353.98,3633.658,36060.14
1/5/2035,1,OffPeak,50320.18,50033.73,38498.4,36506.67,1265931,91796.78,29207.01,67087.27,19059.53,37356.97,53720.03,3427.834,32412.77
1/5/2035,2,OffPeak,49374.48,45683.77,37216.92,38349.09,1218327,90314.05,28046.04,64510.28,19205.04,36649.64,52948.55,3343.084,29821.89
1/5/2035,3,OffPeak,48564.1,43124.89,35933.75,40895.72,1169632,87401.46,27238,63392.25,19094.05,36162.96,53026.15,3298.69,28579.12
1/5/2035,4,OffPeak,46744.64,41907,35142.05,41254.53,1137002,84782.24,26761.22,63363.83,18935.71,36017.72,53315.64,3335.012,27983.69
1/5/2035,5,OffPeak,45105.07,41787.98,35239.33,42780.61,1119301,85215.05,26838.62,65040.04,19271.86,36920.42,54682.51,3507.204,28402.02
1/5/2035,6,OnPeak,44053.12,43225.96,36267.54,42064.21,1130001,88715.91,27829.32,69309.98,20384.34,40092.52,57641.55,4034.539,30721.15
1/5/2035,7,OnPeak,44870.34,47931.82,38250.16,41830.07,1203307,94999.5,30265.81,77883.26,20857.5,46817.58,62467.36,4664.112,36367.02
1/5/2035,8,OnPeak,48512.7,54263.84,40633.65,40564.56,1308431,100484.8,32953.07,86870.99,21657.65,51648.24,67770.66,5204.934,42454.12
1/5/2035,9,OnPeak,51678.77,60050.4,43491.83,39891.41,1316204,103331.7,35644.93,92725.23,22639.39,54083.59,69825.44,5425.568,48263.33
1/5/2035,10,OnPeak,55955.04,65286.8,45170.84,40563.57,1358785,105947.7,37134.06,95940.63,23269.54,56284.28,70307.41,5605.843,52380.95
1/5/2035,11,OnPeak,60550.04,69495.88,45551.6,40444.35,1408554,107731.8,37793.47,98474.17,23555.56,56982.96,71156.48,5656.965,53445.09
1/5/2035,12,OnPeak,62636.83,71032.16,45420.77,40564.89,1452280,109780.4,37983.88,100563.2,23343.28,57566.44,70819.25,5634.094,53116.84
1/5/2035,13,OnPeak,62844.14,71037.45,44780.03,38575.97,1407022,110630,37808.95,101006.1,23358.91,58326.21,70274.59,5678.491,52025.21
1/5/2035,14,OnPeak,63219.34,71166.34,43894.39,40786.11,1361407,107568.3,37584.5,99857.95,23083.96,58584.76,70122.39,5682.527,50929.02
1/5/2035,15,OnPeak,63851.54,69796.49,43792.07,42425.18,1372567,104726.3,37274.91,98409,22812.39,57922.43,70686.44,5756.52,50347.33
1/5/2035,16,OnPeak,65614.52,68195.9,44501.59,40225.54,1391946,103140.9,37499.37,97899.28,23033.99,57996.38,72117.47,5985.228,50987.04
1/5/2035,17,OnPeak,69616.74,67617.13,47972,38903.93,1435609,104258.2,38353.83,99505.33,24203.18,59479.42,73524.62,6022.897,53497
1/5/2035,18,OnPeak,77915.88,69219.19,50665.8,37909.79,1518301,111085.2,40980.71,104059.4,25251.38,59608.56,74045.41,5904.506,58475.68
1/5/2035,19,OnPeak,84296.13,73104.39,50467.88,37373.31,1584500,114994.8,40251.61,103673.3,24942.22,58938.14,72856.11,5733.649,58729.11
1/5/2035,20,OnPeak,83038.59,74381.73,49818.74,38238.96,1609334,111250.3,38915.74,100940.9,23682.32,58199.54,71578.78,5522.431,57872.62
1/5/2035,21,OnPeak,79519.52,74604.84,48304.11,39344.36,1559532,105276.1,37075.23,95564.63,22392.6,56626.21,69565.79,5241.257,54127.54
1/5/2035,22,OnPeak,74777.15,73414.69,46360.08,39672.76,1521074,100826.3,35257.95,91139.27,21467.99,53572.77,68149.68,4817.478,50515.27
1/5/2035,23,OffPeak,68453.41,69371.8,44454.61,39669.37,1458572,104896.2,34374.08,88293.2,21404.8,50009.26,65644.28,4404.481,45353.38
1/5/2035,24,OffPeak,61542.04,62953.75,41943.64,39782.33,1358349,103267.6,33268.85,82494.1,20404.38,46887.99,62650.9,4052.028,40689.2
1/6/2035,1,OffPeak,54510.79,57291.67,39496.41,40226.52,1296105,97578.66,31338.55,77789.66,20407.85,44359.1,60423.03,3859.658,36606.72
1/6/2035,2,OffPeak,52824.94,52421.66,38055.59,40446.16,1246170,96379.64,29860.25,74814.92,20386.28,43151.01,58897.98,3778.944,33922.71
1/6/2035,3,OffPeak,51226.48,49373.61,36767.38,41368.09,1195088,93699.51,28925.28,72844.56,20051.49,42430.7,58436.89,3748.003,32357.8
1/6/2035,4,OffPeak,49165.45,48191.14,36131.67,42543.33,1160861,91349.55,28386.58,73023.38,20037.49,42130.23,58533.89,3778.944,31606.64
1/6/2035,5,OffPeak,47697.2,47804.86,36530.89,45317.38,1142294,91671.77,28445.41,74529.15,20082.27,42985.43,59617.23,3971.314,31757.8
1/6/2035,6,OnPeak,46768.63,49078.17,38738.25,47877.95,1153519,96772.37,29555.3,78247.57,21380.86,45246.16,62362.89,4513.445,34292.18
1/6/2035,7,OnPeak,48872.48,53750.63,42455.24,49274.45,1230414,106976.8,32476.3,86159.05,22309.91,51823.58,67327.47,5183.407,39681.57
1/6/2035,8,OnPeak,57884.18,61424.27,46096.73,47552.25,1340690,114090.7,35754.84,94493.36,23870.97,55760.88,72726.29,5753.829,46298.43
1/6/2035,9,OnPeak,68376.32,68133.59,49181.36,47558.36,1348840,115063.8,38776.42,99151.01,25171.74,57488.18,74606.48,5943.522,52620.64
1/6/2035,10,OnPeak,74305.99,73406.7,50348.79,47558.62,1393475,116043.1,39921.91,101306.9,25690.24,58449.54,74293.12,6008.098,56596.27
1/6/2035,11,OnPeak,77230.57,76078.16,50701.03,49809.49,1445653,115695.3,40260.91,103444.4,25860.62,58588.09,74348.31,6000.026,57429.87
1/6/2035,12,OnPeak,77441.3,76446.79,50623.87,49808.17,1491528,115988.6,40638.6,105220.8,25620.97,59068.42,74030.48,5895.09,58116.89
1/6/2035,13,OnPeak,77367.63,75188.06,50384.02,44924.11,1444043,115033.3,40355.34,105150.6,25264.52,59423.27,73178.44,5956.976,56577.94
1/6/2035,14,OnPeak,77830.22,74839.94,49630.89,46049.99,1396221,112303.4,40291.87,104127.9,24937.9,59648.2,73303.77,5946.214,54977.93
1/6/2035,15,OnPeak,77886.75,72924.02,49372.57,47562.44,1407909,109027,40415.71,102717.4,24672.53,58853.5,73503.73,5961.012,54811.5
1/6/2035,16,OnPeak,78553.22,71036.78,49713.08,46820.85,1428229,107812,40644.8,102506.8,24844.27,58956.56,74366.23,6204.518,54939.75
1/6/2035,17,OnPeak,80518.35,70469.3,52641.71,46953.18,1474042,108975.7,41143.24,104029.3,25927.82,60669.21,74760.18,6278.512,56562.67
1/6/2035,18,OnPeak,85555.4,71814.68,54807.17,46284.04,1560797,116969.7,43089.01,107948.3,26996.07,60850.33,74860.16,6153.396,61271.12
1/6/2035,19,OnPeak,88365.19,75687.41,54463.3,46543.01,1630247,121478.8,41842.92,107022.4,26714.46,59842.14,73515.67,5943.522,61463.49
1/6/2035,20,OnPeak,86907.19,76702.27,53389.82,48388.07,1656299,117216.5,40321.27,104376.9,25256.21,59215.58,71722.04,5732.304,60315.38
1/6/2035,21,OnPeak,83965.48,76767.61,51319.96,46677.68,1604057,110623.5,38406.46,98622.92,23852,57240.39,69443.43,5452.474,56185.58
1/6/2035,22,OnPeak,78094.06,75349.42,48780.48,45790.8,1563705,105837.1,36406.53,93875.02,22508.01,53922.19,67688.59,4996.408,51945.82
1/6/2035,23,OffPeak,70230.09,70907.36,46551.29,44925.2,1498128,109254.6,35369.4,90427.31,22255.22,50355.32,64881.75,4552.457,46718.28
1/6/2035,24,OffPeak,61829.87,64273.11,43728.33,45204.82,1393016,107837.6,34019.6,84780.32,21189.23,47354.03,62001.79,4226.909,41954.88
1/7/2035,1,OffPeak,54274.34,58329.41,41195.56,45790.42,1312216,101922.7,32039.77,80283.09,20639.43,44849.84,59885.83,4064.134,37576.2
1/7/2035,2,OffPeak,52574.8,53444.01,39555.12,45912.87,1262803,101685.4,30665.19,77064.36,20209.57,43645.13,58451.82,3969.969,34889.14
1/7/2035,3,OffPeak,51642.81,50621.74,38151.18,45912.68,1212251,98647.83,29544.46,75284.53,20152.34,42728.92,57960.88,3948.444,33515.07
1/7/2035,4,OffPeak,50155.71,49322.11,37445.02,46949.17,1178385,95748.08,29027.45,75597.05,20132.41,42582.11,58356.32,3987.456,32548.64
1/7/2035,5,OffPeak,49227.13,48996.51,37918.04,49971.5,1160008,95884.34,28956.24,77077.73,20340.88,43503.06,59294.92,4190.587,32947.13
1/7/2035,6,OffPeak,48415.05,49943.64,40221.02,51226.86,1171116,100880.8,30098.63,80645.76,21203.76,45755.52,62474.8,4775.772,35339.53
1/7/2035,7,OffPeak,50883.83,54487.97,44169.47,51038.98,1247211,110386.3,32871.03,88941.63,22477.31,52002.38,67448.34,5449.784,40857.14
1/7/2035,8,OffPeak,60162.86,62009.68,47946.84,50682.5,1356333,117375.2,36005.61,97242.51,24480.81,56274.72,72521.86,6000.026,47797.69
1/7/2035,9,OffPeak,72058.16,68278.79,50828.5,51379.04,1364399,118277.7,39121.61,101799.9,25683.82,57662.74,74343.85,6170.885,53849.67
1/7/2035,10,OffPeak,77425.88,73082.08,51784.58,52744.39,1408545,118723.3,40397.14,103566.4,26260.06,58841.31,74175.23,6283.893,57726.05
1/7/2035,11,OffPeak,79939.27,75018.57,51855.05,52743.84,1460184,118535.8,40887.83,105484.9,26462.2,58924.89,74707.95,6265.059,58048.2
1/7/2035,12,OffPeak,79875.88,74868.01,51405.51,50164.52,1505581,118793.8,41079.77,107326.6,26271.82,59322.21,75243.65,6164.158,57974.91
1/7/2035,13,OffPeak,79875.88,73317.1,50831.87,47365.05,1458593,117928.2,40657.19,107294.8,26088.22,59722.58,75263.05,6234.116,55918.39
1/7/2035,14,OffPeak,79707.98,72973.84,49843.9,47535.69,1411261,115052.5,40325.93,105999.6,25993.81,59777.38,75607.74,6215.28,54445.1
1/7/2035,15,OffPeak,79411.56,71329.81,49776.82,49430.2,1422827,111394.6,40031.82,104381.9,25706.02,59047.35,76177.77,6238.15,53951.96
1/7/2035,16,OffPeak,79956.4,69539.46,50132.41,48550.01,1442939,109719.5,40020.98,103457.7,25677.64,58962.25,77241.71,6491.075,54266.47
1/7/2035,17,OffPeak,82187.09,69049.73,53017.45,48384.46,1488277,109891,40485.36,104358.5,26455.26,60864.51,78538.45,6538.163,56151.99
1/7/2035,18,OffPeak,87981.44,70227.73,55266.73,48201.86,1574134,116601,42726.79,107953.3,26910.07,61089.13,79321.88,6411.7,60974.93
1/7/2035,19,OffPeak,91015.63,74160.44,54845.75,48744.08,1642864,120531.4,41976.04,107101,26457.13,60066.04,78283.27,6246.224,61196.3
1/7/2035,20,OffPeak,90719.23,75298.81,53861.14,47877.43,1668645,115799.5,40486.91,104261.6,25010.35,59431.53,76991.03,6047.114,60129.12
1/7/2035,21,OffPeak,88557.08,75045.25,51751.05,46538.84,1616945,109246.6,38456,98582.8,23566.65,57836.81,74986.99,5778.046,56463.43
1/7/2035,22,OffPeak,83244.19,74404.99,49250.13,45205,1577014,104511.5,36579.88,94267.74,22264.72,54500.7,73312.71,5311.215,52129.04
1/7/2035,23,OffPeak,75695.46,70705.48,46999.15,44066.33,1512115,107690.1,35624.81,90871.87,21903.25,50895.87,71134.1,4873.981,46646.52
1/7/2035,24,OffPeak,67206.14,64403.08,44114.12,44191.53,1408092,106473.5,34400.39,85132.93,20948.44,48012.45,68210.86,4516.134,41405.25
1/8/2035,1,OffPeak,59431.27,58847.67,41458.9,45197.64,1316912,100420.7,32576.92,80610.66,20679.64,45414.19,66344.11,4358.742,36925.81
1/8/2035,2,OffPeak,57627.19,53790.54,39855.37,44790.39,1267846,99878.91,31140.41,77448.73,20688.75,44198.03,65453.26,4261.886,34183.79
1/8/2035,3,OffPeak,57003.56,50810.2,38483.31,44924.84,1217657,96463.02,30063.02,76153.56,20533.66,43239.94,65330.91,4213.457,32887.58
1/8/2035,4,OffPeak,55624.39,49345.58,37889.53,45678.09,1184027,93343.64,29490.29,76123.48,20504.75,43011.79,65826.31,4244.397,32305.89
1/8/2035,5,OffPeak,54545.05,48915.39,38228.34,48390.39,1165784,93994.45,29569.24,77620.87,20973.46,43799.01,67131.99,4434.075,32299.8
1/8/2035,6,OnPeak,53957.39,49756.31,40511.2,50157.38,1176813,98917.13,30722.46,81262.42,22239.65,46166.37,70082.09,5042.147,34084.55
1/8/2035,7,OnPeak,56703.73,53643.54,44353.97,51227.13,1252367,109171.3,33456.16,89203.99,22604.19,52490.3,75075.03,5771.319,39625.07
1/8/2035,8,OnPeak,67045.1,60563.78,48176.64,50326.37,1360713,115908.5,36665.03,97262.55,24277.91,56432.95,80338.07,6309.454,46761.04
1/8/2035,9,OnPeak,79464.68,66485.35,50909.02,50680.91,1368722,115998.3,39582.91,101178.2,25447.83,57943.41,82345.09,6487.039,53037.44
